transaction_id,customer_id,amount,payment_method,device_id,ip_country,transaction_time,authentication_status,previous_transactions
TXN_002352,CUST_00900,4339.9,card,DEV_02479,US,2026-06-19,failed,36
TXN_002353,CUST_01418,13129.28,netbanking,DEV_02079,GB,2026-06-15,success,12
TXN_002354,CUST_00109,3144.41,netbanking,DEV_02481,GB,2026-08-05,success,48
TXN_002355,CUST_01100,3791.28,card,DEV_01162,GB,2026-04-26,failed,37
TXN_002356,CUST_00129,2352.46,card,DEV_02848,AE,2026-01-24,success,20
TXN_002357,CUST_00944,3058.47,upi,DEV_00964,SG,2026-04-13,failed,40
TXN_002358,CUST_00121,8690.04,wallet,DEV_01957,US,2026-05-19,success,38
TXN_002359,CUST_01315,2500.24,card,DEV_02522,AE,2026-03-12,failed,42
TXN_002360,CUST_00296,5811.71,card,DEV_02516,IN,2026-07-04,failed,49
TXN_002361,CUST_01696,2802.03,wallet,DEV_02501,SG,2026-05-07,failed,11
TXN_002362,CUST_00738,4708.09,upi,DEV_02555,SG,2026-04-22,failed,34
TXN_002363,CUST_01492,7467.71,upi,DEV_00531,GB,2026-05-13,success,29
TXN_002364,CUST_01722,11937.24,wallet,DEV_00157,SG,2026-03-23,success,39
TXN_002365,CUST_01218,23159.01,wallet,DEV_02636,US,2026-06-24,success,11
TXN_002366,CUST_01997,7767.24,netbanking,DEV_00213,GB,2026-08-15,success,30
TXN_002367,CUST_01945,5915.91,netbanking,DEV_01599,AE,2026-07-06,success,36
TXN_002368,CUST_00494,6183.15,wallet,DEV_02332,IN,2026-01-08,success,5
TXN_002369,CUST_00795,1832.39,upi,DEV_01146,SG,2026-02-15,success,17
TXN_002370,CUST_00908,1778.02,netbanking,DEV_01100,GB,2026-02-16,failed,35
TXN_002371,CUST_01453,4622.38,wallet,DEV_02432,AE,2026-02-20,success,12
TXN_002372,CUST_01848,5500.55,netbanking,DEV_02505,GB,2026-02-17,success,40
TXN_002373,CUST_00072,2270.39,upi,DEV_02800,SG,2026-07-09,success,26
TXN_002374,CUST_00790,3536.67,wallet,DEV_00911,US,2026-05-20,success,37
TXN_002375,CUST_01086,4218.27,netbanking,DEV_01659,US,2026-03-08,success,29
TXN_002376,CUST_01389,5597.96,netbanking,DEV_00765,SG,2026-07-14,success,10
TXN_002377,CUST_01082,1884.13,wallet,DEV_00729,GB,2026-04-10,success,32
TXN_002378,CUST_00632,4138.33,upi,DEV_01654,SG,2026-02-26,success,48
TXN_002379,CUST_00572,2244.14,netbanking,DEV_02170,SG,2026-07-20,success,11
TXN_002380,CUST_01920,3227.14,card,DEV_00916,SG,2026-01-28,failed,48
TXN_002381,CUST_01326,4545.14,netbanking,DEV_01499,IN,2026-06-15,failed,18
TXN_002382,CUST_00658,1234.61,netbanking,DEV_01583,SG,2026-03-25,success,16
TXN_002383,CUST_00517,5349.64,netbanking,DEV_01998,GB,2026-07-31,success,47
TXN_002384,CUST_00560,1563.47,upi,DEV_00032,US,2026-03-20,success,41
TXN_002385,CUST_00693,4679.57,card,DEV_00464,AE,2026-06-03,failed,38
TXN_002386,CUST_01240,5734.97,upi,DEV_00193,US,2026-05-14,success,48
TXN_002387,CUST_01726,2458.36,upi,DEV_01103,IN,2026-01-23,success,12
TXN_002388,CUST_01845,6414.01,upi,DEV_01616,GB,2026-01-23,success,4
TXN_002389,CUST_01761,819.22,netbanking,DEV_01859,IN,2026-03-25,success,20
TXN_002390,CUST_00890,8580.08,upi,DEV_00440,US,2026-07-06,success,20
TXN_002391,CUST_01932,6658.44,netbanking,DEV_02537,US,2026-07-29,failed,5
TXN_002392,CUST_00808,3637.95,wallet,DEV_02982,SG,2026-01-25,success,2
TXN_002393,CUST_01265,1545.15,wallet,DEV_01833,GB,2026-01-12,success,37
TXN_002394,CUST_00917,2799.77,netbanking,DEV_00614,IN,2026-03-14,success,38
TXN_002395,CUST_01686,3428.92,card,DEV_01450,US,2026-04-27,failed,33
TXN_002396,CUST_00096,5332.99,card,DEV_02852,SG,2026-05-15,failed,39
TXN_002397,CUST_00702,3789.72,card,DEV_02479,US,2026-07-13,failed,16
TXN_002398,CUST_00871,2311.82,card,DEV_01113,GB,2026-02-03,success,35
TXN_002399,CUST_01382,3499.73,netbanking,DEV_01648,US,2026-02-05,success,48
TXN_002400,CUST_00635,1131.25,wallet,DEV_01705,IN,2026-03-25,failed,3
TXN_002401,CUST_01312,4094.72,wallet,DEV_02208,AE,2026-03-13,success,5
TXN_002402,CUST_00501,3603.73,upi,DEV_00567,AE,2026-06-30,success,19
TXN_002403,CUST_01040,2639.42,netbanking,DEV_02742,GB,2026-05-19,success,22
TXN_002404,CUST_00006,1098.85,wallet,DEV_01490,GB,2026-07-21,success,13
TXN_002405,CUST_01429,1818.78,upi,DEV_02057,US,2026-03-19,success,19
TXN_002406,CUST_00533,3849.76,card,DEV_02840,AE,2026-03-27,success,8
TXN_002407,CUST_01188,3832.22,upi,DEV_00026,IN,2026-01-11,success,37
TXN_002408,CUST_01772,3638.25,netbanking,DEV_01526,US,2026-05-31,success,5
TXN_002409,CUST_01934,1648.44,card,DEV_00969,US,2026-06-14,success,24
TXN_002410,CUST_01377,5134.24,netbanking,DEV_01300,IN,2026-02-23,success,39
TXN_002411,CUST_01949,3670.32,netbanking,DEV_01393,AE,2026-01-09,success,4
TXN_002412,CUST_01970,6276.33,wallet,DEV_02276,US,2026-06-24,success,27
TXN_002413,CUST_01773,4805.76,netbanking,DEV_01243,GB,2026-08-06,failed,29
TXN_002414,CUST_00754,6293.72,wallet,DEV_02403,SG,2026-07-03,failed,49
TXN_002415,CUST_00781,2868.07,upi,DEV_02047,US,2026-04-19,failed,9
TXN_002416,CUST_01250,2577.8,wallet,DEV_02947,GB,2026-06-14,failed,25
TXN_002417,CUST_00606,1707.05,upi,DEV_00027,US,2026-04-04,success,50
TXN_002418,CUST_00434,4656.72,netbanking,DEV_01180,US,2026-01-18,success,39
TXN_002419,CUST_00598,556.93,upi,DEV_02899,SG,2026-07-26,success,47
TXN_002420,CUST_00754,2800.5,upi,DEV_00780,IN,2026-02-02,success,49
TXN_002421,CUST_01750,3632.16,upi,DEV_02643,IN,2026-06-10,success,3
TXN_002422,CUST_01436,1000.54,card,DEV_00242,AE,2026-07-09,success,13
TXN_002423,CUST_00348,10705.24,card,DEV_02129,US,2026-04-17,success,22
TXN_002424,CUST_00939,7875.78,wallet,DEV_00656,US,2026-07-03,failed,15
TXN_002425,CUST_00469,2603.12,netbanking,DEV_00100,SG,2026-02-12,failed,24
TXN_002426,CUST_00026,3090.82,wallet,DEV_02125,IN,2026-06-20,failed,3
TXN_002427,CUST_01089,8421.44,upi,DEV_00741,GB,2026-05-03,failed,20
TXN_002428,CUST_01508,4227.53,netbanking,DEV_01067,GB,2026-05-24,success,42
TXN_002429,CUST_00638,5174.25,wallet,DEV_00556,AE,2026-02-09,success,9
TXN_002430,CUST_00246,7281.66,netbanking,DEV_00584,SG,2026-01-24,failed,26
TXN_002431,CUST_01392,1978.68,wallet,DEV_02694,SG,2026-03-03,success,14
TXN_002432,CUST_01962,2026.49,wallet,DEV_00218,SG,2026-08-11,success,31
TXN_002433,CUST_01693,1761.69,wallet,DEV_00496,AE,2026-02-14,success,46
TXN_002434,CUST_01196,1654.75,wallet,DEV_02816,US,2026-02-20,failed,43
TXN_002435,CUST_01110,12000.71,upi,DEV_02313,SG,2026-02-17,success,7
TXN_002436,CUST_01758,1142.62,netbanking,DEV_00745,US,2026-02-09,success,34
TXN_002437,CUST_01045,3005.53,wallet,DEV_00702,IN,2026-07-07,failed,6
TXN_002438,CUST_00796,2622.39,netbanking,DEV_02693,SG,2026-01-20,success,28
TXN_002439,CUST_00311,6286.16,upi,DEV_02266,SG,2026-02-06,success,37
TXN_002440,CUST_01804,10295.34,upi,DEV_01332,GB,2026-06-29,success,14
TXN_002441,CUST_01266,3891.99,upi,DEV_01312,SG,2026-03-20,success,46
TXN_002442,CUST_01458,5186.13,wallet,DEV_00501,AE,2026-07-05,failed,28
TXN_002443,CUST_00559,4164.33,wallet,DEV_00897,US,2026-07-26,failed,37
TXN_002444,CUST_00048,5850.59,netbanking,DEV_01013,IN,2026-05-27,success,31
TXN_002445,CUST_00079,7504.34,netbanking,DEV_01040,SG,2026-07-27,failed,31
TXN_002446,CUST_00585,10556.07,card,DEV_00740,AE,2026-06-04,failed,40
TXN_002447,CUST_01897,1939.79,card,DEV_00766,SG,2026-02-14,failed,3
TXN_002448,CUST_01564,6587.99,card,DEV_00664,IN,2026-03-26,success,14
TXN_002449,CUST_01271,3864.38,wallet,DEV_02159,AE,2026-07-04,success,24
TXN_002450,CUST_00504,28656.19,upi,DEV_02009,GB,2026-02-05,success,35
TXN_002451,CUST_00534,2987.88,upi,DEV_00612,IN,2026-07-27,success,12
TXN_002452,CUST_00114,3835.36,upi,DEV_01493,AE,2026-07-06,success,3
TXN_002453,CUST_00316,6068.2,upi,DEV_00710,IN,2026-08-15,success,49
TXN_002454,CUST_00809,4504.19,netbanking,DEV_02271,AE,2026-06-05,failed,27
TXN_002455,CUST_01480,5738.54,wallet,DEV_01431,US,2026-06-27,success,11
TXN_002456,CUST_00758,3928.74,netbanking,DEV_00757,US,2026-06-13,failed,21
TXN_002457,CUST_00432,2550.02,card,DEV_00166,US,2026-01-05,success,29
TXN_002458,CUST_00122,908.89,netbanking,DEV_00968,AE,2026-06-15,success,39
TXN_002459,CUST_00280,6130.43,netbanking,DEV_00449,AE,2026-01-18,success,22
TXN_002460,CUST_00157,5875.77,upi,DEV_00861,SG,2026-08-11,success,10
TXN_002461,CUST_01426,18705.42,card,DEV_00612,SG,2026-02-12,success,41
TXN_002462,CUST_01640,1329.76,card,DEV_00379,GB,2026-02-20,failed,21
TXN_002463,CUST_01311,1490.26,netbanking,DEV_02678,SG,2026-02-19,success,36
TXN_002464,CUST_01633,1179.72,upi,DEV_00021,SG,2026-04-17,failed,11
TXN_002465,CUST_01256,11019.35,card,DEV_00862,SG,2026-05-08,success,47
TXN_002466,CUST_01668,5165.49,card,DEV_00595,AE,2026-01-13,success,42
TXN_002467,CUST_00415,6155.55,upi,DEV_00474,US,2026-02-10,success,40
TXN_002468,CUST_00290,13741.58,wallet,DEV_01680,AE,2026-07-12,success,6
TXN_002469,CUST_01133,2574.14,card,DEV_00472,SG,2026-07-17,success,4
TXN_002470,CUST_01987,9235.17,card,DEV_00462,AE,2026-04-14,success,20
TXN_002471,CUST_01172,5282.94,upi,DEV_00741,IN,2026-01-31,success,6
TXN_002472,CUST_01124,8920.21,wallet,DEV_00558,GB,2026-06-19,failed,7
TXN_002473,CUST_01853,9599.08,upi,DEV_00811,SG,2026-07-11,success,34
TXN_002474,CUST_00330,4438.08,card,DEV_01203,SG,2026-02-19,failed,25
TXN_002475,CUST_00949,2367.92,wallet,DEV_01382,US,2026-05-18,success,22
TXN_002476,CUST_01207,1805.88,upi,DEV_01866,GB,2026-07-18,success,26
TXN_002477,CUST_01764,3696.45,upi,DEV_01156,US,2026-01-26,success,37
TXN_002478,CUST_00458,4706.04,netbanking,DEV_00094,SG,2026-06-24,failed,25
TXN_002479,CUST_00051,9650.91,upi,DEV_01381,IN,2026-05-28,success,43
TXN_002480,CUST_01318,7286.4,upi,DEV_00615,SG,2026-03-15,failed,43
TXN_002481,CUST_00014,1274.81,upi,DEV_00071,SG,2026-02-19,success,25
TXN_002482,CUST_00026,3028.91,netbanking,DEV_02956,AE,2026-08-03,success,3
TXN_002483,CUST_00458,8507.04,card,DEV_00880,SG,2026-06-02,success,25
TXN_002484,CUST_00615,7063.24,upi,DEV_02845,SG,2026-05-08,success,46
TXN_002485,CUST_01054,2489.11,card,DEV_00938,AE,2026-01-31,success,18
TXN_002486,CUST_01731,3416.3,netbanking,DEV_00782,AE,2026-04-02,success,41
TXN_002487,CUST_00826,7483.62,netbanking,DEV_01587,GB,2026-07-15,success,43
TXN_002488,CUST_00633,3026.81,upi,DEV_00111,GB,2026-01-20,success,12
TXN_002489,CUST_01166,5186.42,card,DEV_00577,AE,2026-01-14,failed,13
TXN_002490,CUST_01071,1919.18,card,DEV_01483,SG,2026-02-11,failed,10
TXN_002491,CUST_01814,2570.15,upi,DEV_02284,AE,2026-03-13,success,36
TXN_002492,CUST_00473,1539.54,upi,DEV_02454,SG,2026-01-16,failed,15
TXN_002493,CUST_01629,450.33,card,DEV_01767,AE,2026-08-09,success,35
TXN_002494,CUST_00774,4957.15,wallet,DEV_00935,US,2026-02-02,success,34
TXN_002495,CUST_01270,8937.34,card,DEV_01403,GB,2026-03-08,success,15
TXN_002496,CUST_00844,2708.52,card,DEV_00909,GB,2026-01-09,success,3
TXN_002497,CUST_01986,2237.83,card,DEV_00511,IN,2026-06-07,success,6
TXN_002498,CUST_00481,6026.87,wallet,DEV_02034,SG,2026-07-16,failed,17
TXN_002499,CUST_00829,1804.71,netbanking,DEV_01734,GB,2026-06-09,success,30
TXN_002500,CUST_00173,17638.21,netbanking,DEV_01814,SG,2026-06-23,success,21
TXN_002501,CUST_01607,2664.31,netbanking,DEV_01168,AE,2026-08-04,success,28
TXN_002502,CUST_01554,2944.11,upi,DEV_01030,AE,2026-08-04,success,5
TXN_002503,CUST_01829,1426.79,upi,DEV_01029,AE,2026-04-22,success,12
TXN_002504,CUST_01094,3759.05,card,DEV_00181,SG,2026-01-16,success,30
TXN_002505,CUST_00064,1799.81,card,DEV_00159,US,2026-01-07,failed,26
TXN_002506,CUST_00757,1821.73,upi,DEV_00412,AE,2026-04-13,success,39
TXN_002507,CUST_01658,1261.67,card,DEV_02003,US,2026-04-19,success,5
TXN_002508,CUST_01450,14243.43,card,DEV_02118,IN,2026-07-27,success,24
TXN_002509,CUST_01761,9770.15,wallet,DEV_00440,US,2026-06-01,success,20
TXN_002510,CUST_00824,13292.77,card,DEV_01404,IN,2026-04-29,success,35
TXN_002511,CUST_01908,1875.75,upi,DEV_02083,IN,2026-04-15,failed,13
TXN_002512,CUST_01636,6621.51,card,DEV_01010,IN,2026-04-29,success,25
TXN_002513,CUST_00103,4212.67,netbanking,DEV_00327,IN,2026-07-28,success,5
TXN_002514,CUST_00749,556.01,netbanking,DEV_02174,GB,2026-05-06,success,35
TXN_002515,CUST_01620,3231.31,upi,DEV_01641,US,2026-01-30,success,20
TXN_002516,CUST_01089,3830.88,card,DEV_00072,SG,2026-04-22,success,20
TXN_002517,CUST_01748,1737.9,netbanking,DEV_02178,SG,2026-06-23,success,39
TXN_002518,CUST_00263,1693.32,wallet,DEV_01745,AE,2026-06-02,success,49
TXN_002519,CUST_01759,3053.23,wallet,DEV_00122,US,2026-01-31,success,47
TXN_002520,CUST_01473,11019.24,netbanking,DEV_00815,US,2026-06-05,failed,6
TXN_002521,CUST_01664,1739.99,upi,DEV_01801,GB,2026-08-03,failed,37
TXN_002522,CUST_00986,1844.66,wallet,DEV_01790,US,2026-01-21,success,19
TXN_002523,CUST_01562,3090.64,card,DEV_02149,US,2026-08-01,success,40
TXN_002524,CUST_01346,1774.99,wallet,DEV_00078,IN,2026-01-15,success,48
TXN_002525,CUST_01927,11758.38,wallet,DEV_01700,AE,2026-01-26,success,40
TXN_002526,CUST_00100,6458.21,netbanking,DEV_02568,SG,2026-01-07,success,1
TXN_002527,CUST_01106,2443.67,card,DEV_00208,AE,2026-05-31,failed,46
TXN_002528,CUST_01591,907.27,wallet,DEV_00510,GB,2026-01-10,success,38
TXN_002529,CUST_00049,1718.31,netbanking,DEV_02399,US,2026-05-20,success,34
TXN_002530,CUST_00026,6331.6,netbanking,DEV_02352,IN,2026-03-22,success,3
TXN_002531,CUST_01326,6763.84,card,DEV_01298,US,2026-01-11,success,18
TXN_002532,CUST_00081,596.54,card,DEV_02416,GB,2026-06-15,failed,39
TXN_002533,CUST_00652,4253.45,wallet,DEV_02483,SG,2026-05-07,success,11
TXN_002534,CUST_01253,10374.78,card,DEV_00814,AE,2026-06-01,failed,50
TXN_002535,CUST_00779,2965.96,card,DEV_01699,AE,2026-06-04,success,16
TXN_002536,CUST_00992,7732.76,card,DEV_01683,AE,2026-01-26,success,32
TXN_002537,CUST_01041,8826.65,upi,DEV_01987,GB,2026-01-13,failed,45
TXN_002538,CUST_01496,11392.7,wallet,DEV_02339,GB,2026-03-05,success,6
TXN_002539,CUST_01588,4150.81,upi,DEV_01321,AE,2026-02-16,success,45
TXN_002540,CUST_00420,8147.43,netbanking,DEV_02388,SG,2026-01-30,failed,41
TXN_002541,CUST_01932,1806.91,card,DEV_00275,GB,2026-02-12,failed,5
TXN_002542,CUST_00023,5799.12,upi,DEV_00108,US,2026-04-30,success,30
TXN_002543,CUST_01427,1837.2,wallet,DEV_02215,US,2026-01-28,success,21
TXN_002544,CUST_00971,3723.19,wallet,DEV_00225,US,2026-06-19,success,12
TXN_002545,CUST_00786,11170.24,netbanking,DEV_00390,SG,2026-07-24,success,21
TXN_002546,CUST_00895,10590.62,upi,DEV_01513,SG,2026-05-27,failed,27
TXN_002547,CUST_00977,5108.72,upi,DEV_00459,IN,2026-04-24,success,38
TXN_002548,CUST_01068,30123.35,netbanking,DEV_02710,SG,2026-01-08,success,36
TXN_002549,CUST_01262,845.28,wallet,DEV_01066,GB,2026-05-17,success,46
TXN_002550,CUST_00935,762.59,upi,DEV_00493,AE,2026-08-14,success,3
TXN_002551,CUST_00930,3126.08,upi,DEV_02340,AE,2026-05-10,success,11
TXN_002552,CUST_01780,2683.26,wallet,DEV_00048,SG,2026-02-14,success,45
TXN_002553,CUST_00964,7372.74,card,DEV_01063,SG,2026-01-12,failed,23
TXN_002554,CUST_01423,11280.03,wallet,DEV_01312,AE,2026-06-20,success,16
TXN_002555,CUST_01696,2701.1,upi,DEV_00774,AE,2026-05-25,success,11
TXN_002556,CUST_00454,3727.44,netbanking,DEV_02440,AE,2026-01-24,success,14
TXN_002557,CUST_00703,14020.86,upi,DEV_02093,AE,2026-06-22,success,42
TXN_002558,CUST_01355,1124.28,upi,DEV_02458,AE,2026-05-24,success,46
TXN_002559,CUST_00311,12454.27,wallet,DEV_02975,AE,2026-05-29,failed,37
TXN_002560,CUST_00449,2053.54,card,DEV_01095,IN,2026-05-31,success,39
TXN_002561,CUST_01370,1013.92,upi,DEV_02923,IN,2026-03-08,success,30
TXN_002562,CUST_01457,2942.28,wallet,DEV_00461,GB,2026-04-20,success,7
TXN_002563,CUST_00508,4154.88,wallet,DEV_02261,US,2026-02-15,failed,26
TXN_002564,CUST_00314,2002.89,netbanking,DEV_02762,SG,2026-05-23,success,19
TXN_002565,CUST_01141,6481.26,netbanking,DEV_02961,AE,2026-04-01,success,28
TXN_002566,CUST_00057,3146.25,wallet,DEV_02380,AE,2026-02-16,success,3
TXN_002567,CUST_01182,6448.51,card,DEV_02478,AE,2026-06-29,success,22
TXN_002568,CUST_00047,7584.92,wallet,DEV_01572,SG,2026-03-05,success,35
TXN_002569,CUST_01833,1703.07,wallet,DEV_00105,GB,2026-04-26,success,38
TXN_002570,CUST_01822,2924.83,upi,DEV_00266,AE,2026-01-03,success,43
TXN_002571,CUST_00582,10825.35,netbanking,DEV_00419,AE,2026-02-06,success,4
TXN_002572,CUST_00376,13659.61,netbanking,DEV_02376,US,2026-07-31,failed,28
TXN_002573,CUST_00634,3298.45,netbanking,DEV_02223,SG,2026-02-02,success,32
TXN_002574,CUST_00330,8607.81,upi,DEV_01090,SG,2026-04-13,success,25
TXN_002575,CUST_00907,1599.61,card,DEV_01786,US,2026-03-08,failed,25
TXN_002576,CUST_00628,8716.48,wallet,DEV_00620,SG,2026-04-24,success,11
TXN_002577,CUST_00064,3322.67,wallet,DEV_00091,SG,2026-08-02,success,26
TXN_002578,CUST_01874,2027.16,card,DEV_01229,IN,2026-02-24,success,34
TXN_002579,CUST_01848,2472.86,upi,DEV_01466,SG,2026-06-13,success,40
TXN_002580,CUST_00875,1315.71,upi,DEV_02928,AE,2026-01-28,success,7
TXN_002581,CUST_00031,2041.39,upi,DEV_01947,AE,2026-01-01,success,38
TXN_002582,CUST_00960,617.79,upi,DEV_01019,IN,2026-03-07,success,18
TXN_002583,CUST_01777,5971.41,card,DEV_01641,GB,2026-07-19,success,23
TXN_002584,CUST_00716,9463.84,upi,DEV_01476,GB,2026-07-12,success,14
TXN_002585,CUST_01071,2035.66,wallet,DEV_00593,GB,2026-02-01,success,10
TXN_002586,CUST_00247,5114.45,wallet,DEV_01303,IN,2026-08-12,success,6
TXN_002587,CUST_00688,4062.17,netbanking,DEV_01121,IN,2026-07-21,failed,50
TXN_002588,CUST_00871,1922.63,wallet,DEV_00259,AE,2026-07-13,failed,35
TXN_002589,CUST_01658,3027.96,card,DEV_02113,US,2026-06-29,success,5
TXN_002590,CUST_00422,6109.03,card,DEV_02240,SG,2026-07-06,success,42
TXN_002591,CUST_00478,3540.26,wallet,DEV_01892,SG,2026-02-07,success,10
TXN_002592,CUST_01012,7991.58,netbanking,DEV_00327,AE,2026-03-11,failed,5
TXN_002593,CUST_01268,2178.71,card,DEV_00928,GB,2026-06-09,success,33
TXN_002594,CUST_00924,3749.1,wallet,DEV_02567,AE,2026-03-09,failed,24
TXN_002595,CUST_00208,5031.34,upi,DEV_02863,SG,2026-04-12,failed,26
TXN_002596,CUST_01563,1810.64,netbanking,DEV_02076,AE,2026-05-26,success,24
TXN_002597,CUST_01623,1693.6,card,DEV_01341,GB,2026-05-31,success,24
TXN_002598,CUST_00349,1817.56,netbanking,DEV_02703,IN,2026-01-29,success,37
TXN_002599,CUST_01329,322.04,upi,DEV_02959,SG,2026-06-23,success,38
TXN_002600,CUST_00177,5356.5,card,DEV_02816,AE,2026-04-03,success,42
TXN_002601,CUST_00549,11974.33,wallet,DEV_02846,IN,2026-03-31,success,8
TXN_002602,CUST_00595,3114.09,card,DEV_01944,IN,2026-04-19,success,37
TXN_002603,CUST_00934,5112.13,upi,DEV_02442,SG,2026-07-12,failed,24
TXN_002604,CUST_00347,6145.9,upi,DEV_01726,GB,2026-03-05,failed,41
TXN_002605,CUST_00370,2493.42,upi,DEV_00410,SG,2026-05-29,success,29
TXN_002606,CUST_01147,6263.38,netbanking,DEV_01526,SG,2026-01-15,failed,7
TXN_002607,CUST_00857,6331.0,wallet,DEV_00032,IN,2026-01-07,success,18
TXN_002608,CUST_01772,3131.86,upi,DEV_01224,SG,2026-05-29,success,5
TXN_002609,CUST_00323,6289.77,upi,DEV_00193,GB,2026-04-07,failed,31
TXN_002610,CUST_00173,6546.5,netbanking,DEV_02281,SG,2026-04-22,failed,21
TXN_002611,CUST_00412,5012.64,wallet,DEV_01682,IN,2026-03-25,failed,28
TXN_002612,CUST_00471,19405.83,netbanking,DEV_00663,IN,2026-07-29,success,49
TXN_002613,CUST_01827,2401.62,netbanking,DEV_01736,GB,2026-05-06,failed,12
TXN_002614,CUST_00613,2376.87,netbanking,DEV_02202,IN,2026-05-27,failed,36
TXN_002615,CUST_01392,2828.64,netbanking,DEV_01307,US,2026-02-19,success,14
TXN_002616,CUST_01122,2358.89,wallet,DEV_00536,US,2026-08-08,success,43
TXN_002617,CUST_01688,6139.22,netbanking,DEV_01657,AE,2026-07-20,success,27
TXN_002618,CUST_01375,2101.98,upi,DEV_01716,GB,2026-06-29,success,35
TXN_002619,CUST_01478,2515.5,card,DEV_00445,AE,2026-06-11,success,19
TXN_002620,CUST_01642,5867.54,netbanking,DEV_00938,IN,2026-01-03,failed,46
TXN_002621,CUST_01085,2568.68,upi,DEV_00765,IN,2026-02-14,success,27
TXN_002622,CUST_01039,2127.96,netbanking,DEV_00742,AE,2026-04-20,failed,28
TXN_002623,CUST_00699,1066.93,wallet,DEV_01273,AE,2026-02-04,success,15
TXN_002624,CUST_00406,8923.34,card,DEV_01599,IN,2026-01-27,success,9
TXN_002625,CUST_01751,10636.77,upi,DEV_01151,IN,2026-01-24,success,32
TXN_002626,CUST_01185,1486.13,netbanking,DEV_02185,SG,2026-06-13,failed,11
TXN_002627,CUST_01425,5561.96,card,DEV_00026,SG,2026-01-04,success,8
TXN_002628,CUST_01635,2701.32,wallet,DEV_02412,SG,2026-04-12,failed,30
TXN_002629,CUST_01760,1556.66,wallet,DEV_02289,US,2026-02-20,success,46
TXN_002630,CUST_00669,4898.57,upi,DEV_02367,SG,2026-08-14,success,1
TXN_002631,CUST_01786,6162.22,wallet,DEV_00056,GB,2026-04-25,success,5
TXN_002632,CUST_00091,3938.99,wallet,DEV_01078,US,2026-06-13,failed,19
TXN_002633,CUST_00327,3031.54,card,DEV_00604,IN,2026-02-12,success,26
TXN_002634,CUST_00631,4171.58,upi,DEV_02166,GB,2026-02-28,failed,50
TXN_002635,CUST_00009,5360.97,netbanking,DEV_00934,AE,2026-03-30,failed,18
TXN_002636,CUST_00293,2578.73,card,DEV_01890,SG,2026-03-31,success,35
TXN_002637,CUST_00850,1792.65,netbanking,DEV_01085,SG,2026-02-14,success,42
TXN_002638,CUST_01013,2157.23,upi,DEV_00506,SG,2026-06-27,success,7
TXN_002639,CUST_00060,2693.87,netbanking,DEV_01038,GB,2026-07-24,success,31
TXN_002640,CUST_00662,6080.48,card,DEV_00129,AE,2026-03-07,success,35
TXN_002641,CUST_01068,26747.3,netbanking,DEV_01169,AE,2026-03-28,success,36
TXN_002642,CUST_01592,1956.64,upi,DEV_00315,IN,2026-02-05,success,20
TXN_002643,CUST_00529,4208.12,upi,DEV_02921,AE,2026-03-15,failed,48
TXN_002644,CUST_00799,787.91,card,DEV_01847,AE,2026-07-18,failed,24
TXN_002645,CUST_01329,6585.74,upi,DEV_00995,GB,2026-06-15,success,38
TXN_002646,CUST_01494,1055.04,wallet,DEV_00696,IN,2026-02-19,failed,41
TXN_002647,CUST_01158,4175.39,upi,DEV_00299,AE,2026-04-01,success,45
TXN_002648,CUST_00886,3093.93,card,DEV_00276,SG,2026-07-20,failed,1
TXN_002649,CUST_01612,4161.29,upi,DEV_00171,GB,2026-03-26,success,36
TXN_002650,CUST_01134,3634.66,card,DEV_01584,SG,2026-07-22,success,22
TXN_002651,CUST_01875,5383.5,netbanking,DEV_02946,SG,2026-05-09,success,15
TXN_002652,CUST_00284,1306.67,netbanking,DEV_02557,US,2026-03-26,success,43
TXN_002653,CUST_01547,7913.55,netbanking,DEV_00049,IN,2026-08-08,success,47
TXN_002654,CUST_00123,6631.62,card,DEV_02930,AE,2026-04-23,failed,21
TXN_002655,CUST_00289,1150.74,netbanking,DEV_02107,IN,2026-08-04,failed,17
TXN_002656,CUST_01376,2591.9,netbanking,DEV_00706,GB,2026-03-07,success,31
TXN_002657,CUST_00084,2926.56,netbanking,DEV_01072,GB,2026-04-20,success,17
TXN_002658,CUST_01069,8172.09,upi,DEV_02192,GB,2026-06-26,success,18
TXN_002659,CUST_01090,8805.34,wallet,DEV_02469,SG,2026-02-25,failed,50
TXN_002660,CUST_01088,2716.92,card,DEV_00064,GB,2026-03-03,success,4
TXN_002661,CUST_01561,4037.83,upi,DEV_02199,AE,2026-05-09,success,3
TXN_002662,CUST_01807,3414.25,wallet,DEV_02549,SG,2026-05-29,failed,37
TXN_002663,CUST_01704,17444.33,upi,DEV_02829,SG,2026-01-16,success,43
TXN_002664,CUST_00118,9367.68,netbanking,DEV_01972,SG,2026-06-29,success,5
TXN_002665,CUST_01136,9008.13,wallet,DEV_00429,GB,2026-08-03,failed,22
TXN_002666,CUST_00887,4270.17,upi,DEV_01040,AE,2026-03-01,success,28
TXN_002667,CUST_00263,3756.09,card,DEV_02986,SG,2026-05-19,failed,49
TXN_002668,CUST_01575,4986.19,netbanking,DEV_00717,GB,2026-02-03,success,12
TXN_002669,CUST_00765,790.26,upi,DEV_02427,AE,2026-02-11,success,25
TXN_002670,CUST_01292,3964.7,upi,DEV_02327,IN,2026-02-08,success,21
TXN_002671,CUST_00776,1796.85,wallet,DEV_00124,AE,2026-07-29,success,32
